transaction_id,customer_id,transaction_amount,transaction_date,payment_method,ip_address,fraud_label
783,119,38.25,2024-02-28 20:37:44,Paypal,192.168.30.24,0
784,190,97.87,2024-02-18 20:37:44,Credit Card,192.168.215.201,0
785,767,19.72,2024-01-10 20:37:44,Credit Card,192.168.131.122,0
786,370,154.0,2024-09-03 20:37:44,Wire Transfer,192.168.100.176,0
787,778,6.5,2024-04-02 20:37:44,Wire Transfer,192.168.71.150,0
788,149,0.92,2024-05-29 20:37:44,Credit Card,192.168.14.48,0
789,676,117.24,2024-04-03 20:37:44,Paypal,192.168.29.50,0
790,652,3.56,2024-05-21 20:37:44,Debit Card,192.168.208.240,0
791,859,240.73,2024-02-29 20:37:44,Debit Card,192.168.226.138,0
792,488,151.2,2024-04-13 20:37:44,Wire Transfer,192.168.199.217,0
793,770,7.37,2024-05-05 20:37:44,Wire Transfer,192.168.27.79,0
794,374,38.56,2024-05-02 20:37:44,Wire Transfer,192.168.96.156,0
795,781,10.22,2024-04-08 20:37:44,Debit Card,192.168.137.71,0
796,693,27.94,2024-08-15 20:37:44,Debit Card,192.168.251.248,0
797,160,3.17,2024-07-26 20:37:44,Credit Card,192.168.80.154,0
798,351,12.68,2023-12-13 20:37:44,Paypal,192.168.227.81,0
799,912,22.57,2024-01-18 20:37:44,Wire Transfer,192.168.87.8,0
800,288,28.87,2024-10-21 20:37:44,Credit Card,192.168.2.223,0
801,288,189.7,2024-09-23 20:37:44,Debit Card,192.168.185.180,0
802,892,82.48,2024-09-05 20:37:44,Credit Card,192.168.186.123,0
803,226,66.86,2024-06-16 20:37:44,Debit Card,192.168.121.96,0
804,523,38.51,2024-01-28 20:37:44,Paypal,192.168.93.3,0
805,522,91.63,2024-09-04 20:37:44,Debit Card,192.168.136.187,1
806,783,20.72,2024-11-04 20:37:44,Credit Card,192.168.2.223,0
807,273,61.7,2024-08-08 20:37:44,Paypal,192.168.190.115,0
808,936,254.03,2023-11-22 20:37:44,Debit Card,192.168.49.101,1
809,402,18.89,2024-08-07 20:37:44,Wire Transfer,192.168.148.29,0
810,183,56.05,2024-07-26 20:37:44,Debit Card,192.168.145.74,0
811,969,93.0,2024-06-29 20:37:44,Paypal,192.168.105.150,0
812,665,123.73,2023-12-04 20:37:44,Credit Card,192.168.6.62,0
813,488,63.28,2023-12-31 20:37:44,Paypal,192.168.235.226,0
814,827,16.68,2024-08-22 20:37:44,Credit Card,192.168.31.190,0
815,846,19.75,2024-04-11 20:37:44,Debit Card,192.168.119.12,0
816,124,1.05,2024-11-01 20:37:44,Debit Card,192.168.12.191,0
817,985,71.54,2024-06-03 20:37:44,Paypal,192.168.144.25,0
818,626,2.18,2024-02-15 20:37:44,Wire Transfer,192.168.150.91,0
819,790,100.0,2024-06-13 20:37:44,Debit Card,192.168.88.76,1
820,414,6.32,2023-11-25 20:37:44,Wire Transfer,192.168.245.18,0
821,980,9.43,2024-08-10 20:37:44,Wire Transfer,192.168.45.111,0
822,725,32.36,2024-03-18 20:37:44,Paypal,192.168.80.68,0
823,172,66.95,2024-01-25 20:37:44,Debit Card,192.168.140.177,0
824,288,7.48,2023-11-19 20:37:44,Wire Transfer,192.168.161.214,0
825,435,29.0,2024-05-25 20:37:44,Debit Card,192.168.191.18,0
826,686,32.97,2024-04-30 20:37:44,Credit Card,192.168.54.112,0
827,113,11.93,2024-05-06 20:37:44,Wire Transfer,192.168.97.27,0
828,888,6.14,2024-02-12 20:37:44,Paypal,192.168.234.211,0
829,917,90.52,2024-07-18 20:37:44,Paypal,192.168.240.78,0
830,995,34.9,2024-10-29 20:37:44,Wire Transfer,192.168.153.162,0
831,122,0.72,2024-09-15 20:37:44,Debit Card,192.168.88.230,0
832,544,81.22,2024-02-25 20:37:44,Credit Card,192.168.188.54,0
833,222,197.63,2024-09-05 20:37:44,Credit Card,192.168.87.5,0
834,631,46.56,2024-05-21 20:37:44,Paypal,192.168.236.123,0
835,39,35.03,2024-02-11 20:37:44,Paypal,192.168.164.54,0
836,497,105.36,2024-06-12 20:37:44,Debit Card,192.168.216.164,0
837,780,152.37,2023-11-13 20:37:44,Paypal,192.168.197.39,0
838,233,70.23,2024-06-16 20:37:44,Debit Card,192.168.198.109,0
839,943,29.48,2024-04-14 20:37:44,Wire Transfer,192.168.228.237,0
840,530,44.85,2024-01-28 20:37:44,Credit Card,192.168.132.74,0
841,149,60.35,2024-10-30 20:37:44,Wire Transfer,192.168.244.65,0
842,397,10.8,2024-03-27 20:37:44,Paypal,192.168.213.168,0
843,661,29.64,2024-05-07 20:37:44,Credit Card,192.168.231.37,0
844,638,88.55,2024-09-08 20:37:44,Credit Card,192.168.67.111,0
845,904,53.17,2024-08-16 20:37:44,Wire Transfer,192.168.159.219,0
846,302,26.48,2024-06-28 20:37:44,Debit Card,192.168.209.125,0
847,360,54.44,2023-12-22 20:37:44,Credit Card,192.168.87.205,0
848,238,6.29,2024-01-17 20:37:44,Debit Card,192.168.47.155,0
849,647,25.67,2024-05-22 20:37:44,Wire Transfer,192.168.179.148,0
850,663,78.78,2024-04-10 20:37:44,Wire Transfer,192.168.238.245,0
851,236,12.46,2024-10-22 20:37:44,Debit Card,192.168.13.191,0
852,736,10.29,2023-12-31 20:37:44,Wire Transfer,192.168.44.152,0
853,203,150.61,2024-09-10 20:37:44,Credit Card,192.168.125.119,0
854,256,11.78,2024-08-13 20:37:44,Wire Transfer,192.168.233.251,0
855,598,15.12,2024-10-13 20:37:44,Wire Transfer,192.168.131.126,0
856,662,174.69,2024-09-02 20:37:44,Credit Card,192.168.235.138,0
857,235,66.35,2024-02-05 20:37:44,Debit Card,192.168.193.49,0
858,345,60.13,2024-09-30 20:37:44,Wire Transfer,192.168.124.186,0
859,534,95.84,2024-07-23 20:37:44,Debit Card,192.168.205.78,0
860,860,6.15,2024-08-27 20:37:44,Credit Card,192.168.225.130,0
861,797,61.2,2024-09-04 20:37:44,Debit Card,192.168.194.103,0
862,781,35.03,2024-05-25 20:37:44,Debit Card,192.168.105.120,0
863,466,88.35,2024-02-21 20:37:44,Paypal,192.168.31.68,0
864,770,35.48,2024-02-09 20:37:44,Paypal,192.168.226.211,0
865,541,48.41,2023-12-08 20:37:44,Wire Transfer,192.168.250.37,0
866,213,32.48,2023-11-17 20:37:44,Paypal,192.168.201.24,0
867,463,32.52,2024-03-17 20:37:44,Paypal,192.168.205.44,0
868,436,73.04,2024-04-08 20:37:44,Paypal,192.168.222.83,0
869,283,49.52,2024-01-28 20:37:44,Debit Card,192.168.41.202,0
870,562,50.16,2024-06-13 20:37:44,Debit Card,192.168.179.42,0
871,607,29.92,2023-12-27 20:37:44,Paypal,192.168.108.206,0
872,463,37.87,2024-07-25 20:37:44,Credit Card,192.168.40.48,0
873,407,68.47,2024-06-21 20:37:44,Paypal,192.168.113.84,0
874,88,87.42,2024-08-25 20:37:44,Credit Card,192.168.4.230,0
875,44,59.63,2024-10-31 20:37:44,Debit Card,192.168.108.60,0
876,461,128.9,2024-04-27 20:37:44,Credit Card,192.168.114.167,0
877,278,85.83,2024-01-19 20:37:44,Debit Card,192.168.5.106,0
878,683,41.26,2024-02-03 20:37:44,Credit Card,192.168.224.6,0
879,421,55.65,2024-07-14 20:37:44,Debit Card,192.168.251.14,0
880,701,130.39,2024-01-24 20:37:44,Debit Card,192.168.198.126,0
881,353,48.27,2024-09-09 20:37:44,Paypal,192.168.206.140,0
882,696,87.09,2023-12-10 20:37:44,Wire Transfer,192.168.62.27,0
883,515,58.37,2024-01-08 20:37:44,Wire Transfer,192.168.54.90,0
884,703,40.14,2024-09-19 20:37:44,Debit Card,192.168.12.136,0
885,630,13.84,2024-09-18 20:37:44,Paypal,192.168.74.144,0
886,19,27.76,2024-07-10 20:37:44,Wire Transfer,192.168.180.26,0
887,23,171.7,2024-05-26 20:37:44,Wire Transfer,192.168.136.233,1
888,413,53.61,2024-11-01 20:37:44,Paypal,192.168.45.221,0
889,30,41.55,2024-09-25 20:37:44,Paypal,192.168.84.209,0
890,807,135.12,2023-12-01 20:37:44,Wire Transfer,192.168.147.145,0
891,108,44.16,2024-03-09 20:37:44,Wire Transfer,192.168.103.124,0
892,367,37.34,2024-01-30 20:37:44,Credit Card,192.168.193.123,0
893,281,71.21,2024-07-25 20:37:44,Credit Card,192.168.116.157,0
894,128,62.36,2024-10-13 20:37:44,Debit Card,192.168.14.17,0
895,229,10.73,2024-04-30 20:37:44,Wire Transfer,192.168.13.93,0
896,111,31.87,2023-12-08 20:37:44,Paypal,192.168.226.219,0
897,136,31.98,2023-11-18 20:37:44,Paypal,192.168.63.238,0
898,362,23.76,2024-09-08 20:37:44,Wire Transfer,192.168.33.29,0
899,186,36.42,2024-09-08 20:37:44,Debit Card,192.168.37.103,0
900,656,26.65,2024-02-01 20:37:44,Paypal,192.168.211.174,0
901,584,11.12,2024-07-11 20:37:44,Wire Transfer,192.168.24.142,0
902,129,26.58,2024-02-03 20:37:44,Wire Transfer,192.168.239.229,0
903,876,3.75,2024-10-01 20:37:44,Debit Card,192.168.133.125,0
904,261,42.88,2024-02-06 20:37:44,Wire Transfer,192.168.53.88,0
905,515,96.09,2024-08-07 20:37:44,Paypal,192.168.98.114,0
906,449,64.6,2024-07-17 20:37:44,Credit Card,192.168.95.158,0
907,900,22.35,2024-05-17 20:37:44,Debit Card,192.168.188.120,0
908,104,4.55,2024-07-11 20:37:44,Wire Transfer,192.168.73.219,0
909,483,11.29,2024-10-27 20:37:44,Debit Card,192.168.156.106,0
910,224,39.43,2024-05-30 20:37:44,Wire Transfer,192.168.26.18,0
911,832,11.6,2024-02-08 20:37:44,Credit Card,192.168.164.136,0
912,874,39.26,2024-05-17 20:37:44,Debit Card,192.168.146.212,0
913,866,13.17,2023-12-08 20:37:44,Wire Transfer,192.168.58.253,0
914,491,94.5,2023-12-21 20:37:44,Credit Card,192.168.160.93,0
915,473,25.31,2024-05-20 20:37:44,Paypal,192.168.49.176,0
916,10,14.09,2024-02-08 20:37:44,Wire Transfer,192.168.210.71,0
917,405,83.65,2024-09-06 20:37:44,Credit Card,192.168.65.220,0
918,896,20.99,2024-07-31 20:37:44,Credit Card,192.168.33.50,0
919,302,5.91,2023-12-23 20:37:44,Debit Card,192.168.4.119,0
920,231,42.25,2024-09-04 20:37:44,Wire Transfer,192.168.84.117,0
921,731,43.56,2023-12-14 20:37:44,Paypal,192.168.244.164,0
922,923,62.71,2024-09-25 20:37:44,Wire Transfer,192.168.249.223,1
923,66,13.74,2024-08-14 20:37:44,Credit Card,192.168.102.156,0
924,937,29.33,2024-09-03 20:37:44,Paypal,192.168.131.6,0
925,112,16.59,2024-02-24 20:37:44,Credit Card,192.168.173.23,0
926,13,4.22,2024-04-18 20:37:44,Debit Card,192.168.135.120,1
927,393,104.62,2024-05-15 20:37:44,Wire Transfer,192.168.61.100,1
928,500,65.26,2024-02-03 20:37:44,Credit Card,192.168.65.134,0
929,932,17.94,2023-12-01 20:37:44,Credit Card,192.168.24.37,0
930,598,45.74,2024-10-23 20:37:44,Wire Transfer,192.168.45.179,0
931,234,11.24,2024-01-18 20:37:44,Paypal,192.168.100.216,1
932,602,110.47,2024-04-21 20:37:44,Credit Card,192.168.102.173,0
933,314,6.1,2024-05-21 20:37:44,Wire Transfer,192.168.63.29,0
934,566,0.19,2024-02-21 20:37:44,Debit Card,192.168.101.109,0
935,12,34.86,2024-04-29 20:37:44,Debit Card,192.168.96.153,0
936,209,43.75,2024-06-13 20:37:44,Wire Transfer,192.168.10.35,0
937,974,43.25,2024-10-05 20:37:44,Credit Card,192.168.55.153,0
938,14,2.8,2024-10-11 20:37:44,Wire Transfer,192.168.219.173,0
939,633,18.85,2024-02-20 20:37:44,Wire Transfer,192.168.96.123,0
940,418,34.58,2024-04-02 20:37:44,Credit Card,192.168.12.4,0
941,437,12.2,2024-09-17 20:37:44,Paypal,192.168.106.90,0
942,377,103.03,2024-02-04 20:37:44,Paypal,192.168.67.145,0
943,20,4.56,2023-11-22 20:37:44,Debit Card,192.168.201.221,0
944,587,33.41,2024-08-25 20:37:44,Paypal,192.168.65.82,0
945,912,58.79,2024-05-17 20:37:44,Wire Transfer,192.168.105.181,0
946,755,15.17,2024-10-30 20:37:44,Credit Card,192.168.84.185,0
947,735,48.94,2024-07-15 20:37:44,Debit Card,192.168.105.226,0
948,70,88.42,2024-02-03 20:37:44,Paypal,192.168.115.28,0
949,824,10.56,2024-04-05 20:37:44,Wire Transfer,192.168.240.227,0
950,211,124.58,2024-05-18 20:37:44,Debit Card,192.168.16.21,0
951,101,40.32,2024-03-20 20:37:44,Credit Card,192.168.77.227,0
952,698,17.78,2024-03-02 20:37:44,Paypal,192.168.42.54,0
953,132,28.18,2024-01-19 20:37:44,Wire Transfer,192.168.32.114,0
954,623,18.71,2023-12-23 20:37:44,Credit Card,192.168.38.198,0
955,381,64.57,2024-11-03 20:37:44,Wire Transfer,192.168.114.230,0
956,132,79.56,2024-10-19 20:37:44,Wire Transfer,192.168.166.182,0
957,20,89.47,2024-08-28 20:37:44,Wire Transfer,192.168.188.205,0
958,906,212.61,2023-12-15 20:37:44,Credit Card,192.168.110.245,0
959,536,78.34,2024-10-04 20:37:44,Debit Card,192.168.103.77,0
960,227,45.99,2024-03-21 20:37:44,Wire Transfer,192.168.175.140,0
961,154,20.72,2024-04-07 20:37:44,Debit Card,192.168.53.251,0
962,805,39.33,2024-04-17 20:37:44,Debit Card,192.168.161.156,0
963,742,2.1,2024-09-26 20:37:44,Paypal,192.168.121.3,0
964,469,68.29,2024-08-10 20:37:44,Paypal,192.168.210.154,0
965,822,29.53,2023-12-29 20:37:44,Debit Card,192.168.54.40,0
966,1000,1.01,2024-08-08 20:37:44,Paypal,192.168.194.68,0
967,871,3.23,2023-12-06 20:37:44,Paypal,192.168.114.220,0
968,405,24.51,2024-08-18 20:37:44,Debit Card,192.168.220.217,0
969,202,43.78,2023-12-12 20:37:44,Credit Card,192.168.218.237,0
970,38,31.2,2024-02-01 20:37:44,Paypal,192.168.175.130,0
971,942,48.27,2024-10-19 20:37:44,Paypal,192.168.42.162,0
972,772,32.72,2024-03-26 20:37:44,Credit Card,192.168.94.253,0
973,188,54.19,2024-07-02 20:37:44,Credit Card,192.168.149.236,0
974,57,12.37,2024-05-18 20:37:44,Credit Card,192.168.101.172,0
975,941,5.99,2024-07-24 20:37:44,Debit Card,192.168.215.225,0
976,20,45.37,2024-01-31 20:37:44,Credit Card,192.168.124.2,0
977,273,33.15,2024-08-30 20:37:44,Debit Card,192.168.91.240,0
978,119,1.36,2024-09-20 20:37:44,Wire Transfer,192.168.59.214,0
979,583,23.94,2024-08-06 20:37:44,Wire Transfer,192.168.98.16,0
980,516,5.61,2024-02-04 20:37:44,Credit Card,192.168.148.154,0
981,221,37.9,2023-12-08 20:37:44,Credit Card,192.168.16.198,0
982,526,25.19,2024-06-30 20:37:44,Wire Transfer,192.168.237.108,0
983,515,47.49,2024-02-07 20:37:44,Debit Card,192.168.23.42,0
984,728,81.89,2024-10-27 20:37:44,Debit Card,192.168.37.72,0
985,741,17.81,2024-11-06 20:37:44,Credit Card,192.168.134.165,0
986,336,163.64,2024-03-30 20:37:44,Credit Card,192.168.116.150,0
987,698,38.35,2024-05-18 20:37:44,Credit Card,192.168.6.246,0
988,55,48.15,2024-08-11 20:37:44,Wire Transfer,192.168.32.145,0
989,500,57.08,2024-03-13 20:37:44,Paypal,192.168.38.145,0
990,900,54.94,2024-10-05 20:37:44,Credit Card,192.168.37.151,0
991,888,35.77,2024-10-26 20:37:44,Debit Card,192.168.177.189,0
992,766,28.0,2024-04-28 20:37:44,Paypal,192.168.177.61,0
993,536,2.76,2024-01-08 20:37:44,Debit Card,192.168.77.160,0
994,162,1.12,2023-12-11 20:37:44,Paypal,192.168.127.86,0
995,670,22.16,2024-04-10 20:37:44,Wire Transfer,192.168.191.7,0
996,594,20.3,2024-11-06 20:37:44,Paypal,192.168.150.85,0
997,915,24.53,2024-05-14 20:37:44,Debit Card,192.168.6.189,0
998,159,7.45,2024-09-30 20:37:44,Paypal,192.168.142.144,0
999,188,67.0,2024-05-29 20:37:44,Wire Transfer,192.168.3.137,0
1000,60,97.23,2024-01-07 20:37:44,Debit Card,192.168.47.85,0
1001,915,139.61,2024-03-19 20:37:44,Credit Card,192.168.242.94,0
1002,817,33.9,2024-02-26 20:37:44,Paypal,192.168.222.252,0
1003,319,60.34,2023-11-15 20:37:44,Debit Card,192.168.170.170,0
1004,878,96.74,2024-07-16 20:37:44,Paypal,192.168.224.23,0
1005,211,27.09,2024-09-18 20:37:44,Wire Transfer,192.168.3.129,0
1006,406,18.51,2024-06-20 20:37:44,Debit Card,192.168.67.249,0
1007,664,138.01,2024-08-15 20:37:44,Credit Card,192.168.229.71,0
1008,109,36.25,2024-09-24 20:37:44,Credit Card,192.168.131.228,0
1009,76,34.38,2023-12-13 20:37:44,Paypal,192.168.177.67,0
1010,542,9.83,2024-03-16 20:37:44,Wire Transfer,192.168.55.132,0
1011,314,5.72,2024-10-30 20:37:44,Wire Transfer,192.168.31.66,0
1012,998,92.29,2024-06-10 20:37:44,Paypal,192.168.206.101,0
1013,117,47.61,2024-09-09 20:37:44,Debit Card,192.168.64.31,0
1014,927,19.71,2024-10-22 20:37:44,Debit Card,192.168.117.191,0
1015,868,10.64,2024-08-15 20:37:44,Paypal,192.168.66.159,0
1016,704,40.54,2024-06-25 20:37:44,Debit Card,192.168.47.235,0
1017,19,43.84,2024-03-24 20:37:44,Debit Card,192.168.22.202,0
1018,432,11.6,2024-07-04 20:37:44,Debit Card,192.168.244.94,1
1019,685,95.33,2024-07-28 20:37:44,Paypal,192.168.225.83,1
1020,740,4.4,2024-05-07 20:37:44,Credit Card,192.168.46.89,0
1021,350,22.01,2024-05-15 20:37:44,Wire Transfer,192.168.186.119,0
1022,183,57.03,2023-11-18 20:37:44,Credit Card,192.168.189.246,0
1023,113,16.02,2024-11-03 20:37:44,Debit Card,192.168.46.1,0
1024,183,87.92,2023-12-04 20:37:44,Paypal,192.168.96.153,0
1025,481,67.33,2024-01-07 20:37:44,Wire Transfer,192.168.61.105,0
1026,146,77.8,2024-10-04 20:37:44,Debit Card,192.168.81.14,0
1027,831,6.34,2023-12-18 20:37:44,Wire Transfer,192.168.45.77,0
1028,628,7.57,2023-11-19 20:37:44,Wire Transfer,192.168.230.167,0
1029,113,16.88,2024-02-02 20:37:44,Credit Card,192.168.66.32,0
1030,763,36.5,2024-01-14 20:37:44,Debit Card,192.168.96.58,0
1031,476,68.92,2024-10-26 20:37:44,Wire Transfer,192.168.104.56,0
1032,763,90.56,2024-03-17 20:37:44,Credit Card,192.168.134.217,0
1033,303,60.93,2024-01-29 20:37:44,Paypal,192.168.67.210,0
1034,971,131.97,2023-12-15 20:37:44,Wire Transfer,192.168.178.118,0
1035,825,67.11,2024-09-20 20:37:44,Debit Card,192.168.247.38,0
1036,118,18.28,2024-02-22 20:37:44,Paypal,192.168.235.131,0
1037,813,15.4,2024-07-22 20:37:44,Wire Transfer,192.168.112.133,0
1038,161,59.57,2024-04-26 20:37:44,Wire Transfer,192.168.152.54,0
1039,401,10.71,2024-03-02 20:37:44,Debit Card,192.168.34.239,0
1040,198,4.86,2024-08-13 20:37:44,Wire Transfer,192.168.240.39,0
1041,260,37.99,2024-01-01 20:37:44,Debit Card,192.168.112.88,0
1042,660,86.2,2024-10-14 20:37:44,Debit Card,192.168.228.220,0
1043,752,5.34,2024-02-21 20:37:44,Debit Card,192.168.48.49,0
1044,47,78.48,2024-06-18 20:37:44,Debit Card,192.168.34.208,0
1045,987,83.45,2024-09-10 20:37:44,Wire Transfer,192.168.100.135,0
1046,399,32.92,2023-11-19 20:37:44,Paypal,192.168.18.70,0
1047,710,2.95,2024-02-15 20:37:44,Paypal,192.168.114.220,0
1048,559,9.59,2024-08-26 20:37:44,Credit Card,192.168.231.34,0
1049,78,61.45,2024-11-06 20:37:44,Debit Card,192.168.51.105,0
1050,124,62.2,2024-09-07 20:37:44,Wire Transfer,192.168.93.196,0
1051,75,114.31,2024-03-18 20:37:44,Wire Transfer,192.168.142.69,0
1052,871,43.7,2024-03-25 20:37:44,Credit Card,192.168.89.103,0
1053,137,6.63,2024-02-08 20:37:44,Paypal,192.168.136.143,0
1054,602,6.47,2024-10-22 20:37:44,Wire Transfer,192.168.251.83,0
1055,400,63.85,2024-08-21 20:37:44,Credit Card,192.168.187.11,0
1056,837,10.15,2024-04-08 20:37:44,Paypal,192.168.148.183,0
1057,505,19.9,2024-05-22 20:37:44,Wire Transfer,192.168.36.82,0
1058,500,33.39,2023-12-16 20:37:44,Debit Card,192.168.142.186,0
1059,573,1.25,2024-02-28 20:37:44,Credit Card,192.168.38.89,0
1060,138,14.31,2024-07-06 20:37:44,Wire Transfer,192.168.208.210,0
1061,50,26.2,2024-02-28 20:37:44,Credit Card,192.168.1.104,0
1062,771,16.4,2024-08-29 20:37:44,Credit Card,192.168.65.1,1
1063,973,7.33,2024-10-02 20:37:44,Credit Card,192.168.243.213,0
1064,619,65.1,2023-12-21 20:37:44,Debit Card,192.168.125.60,0
1065,625,83.87,2024-04-19 20:37:44,Paypal,192.168.25.91,0
1066,862,14.89,2024-05-21 20:37:44,Paypal,192.168.138.50,0
1067,254,74.45,2024-03-31 20:37:44,Wire Transfer,192.168.140.92,0
1068,630,24.35,2024-04-06 20:37:44,Debit Card,192.168.241.32,0
1069,710,35.33,2024-03-09 20:37:44,Paypal,192.168.33.200,0
1070,849,96.9,2023-12-09 20:37:44,Wire Transfer,192.168.234.26,0
1071,877,69.31,2024-05-02 20:37:44,Wire Transfer,192.168.42.178,0
1072,563,81.77,2024-01-16 20:37:44,Credit Card,192.168.61.41,0
1073,757,7.36,2023-12-25 20:37:44,Debit Card,192.168.185.130,0
1074,915,3.61,2024-05-11 20:37:44,Paypal,192.168.99.98,0
1075,426,111.94,2023-12-11 20:37:44,Debit Card,192.168.198.31,0
1076,547,24.54,2024-04-18 20:37:44,Debit Card,192.168.151.204,0
1077,302,16.98,2023-11-14 20:37:44,Paypal,192.168.182.115,0
1078,922,64.49,2024-04-24 20:37:44,Paypal,192.168.156.207,0
1079,581,90.52,2023-12-13 20:37:44,Debit Card,192.168.147.204,0
1080,349,99.2,2024-05-28 20:37:44,Wire Transfer,192.168.242.48,0
1081,832,18.99,2024-03-12 20:37:44,Debit Card,192.168.2.139,0
1082,933,95.6,2024-07-02 20:37:44,Paypal,192.168.172.101,0
1083,980,2.09,2024-03-27 20:37:44,Debit Card,192.168.187.128,0
1084,49,2.55,2024-07-10 20:37:44,Paypal,192.168.59.120,0
1085,917,48.84,2024-09-26 20:37:44,Wire Transfer,192.168.38.153,0
1086,74,3.26,2024-04-27 20:37:44,Debit Card,192.168.107.21,0
1087,704,19.62,2023-11-17 20:37:44,Wire Transfer,192.168.42.164,0
1088,261,55.85,2024-04-19 20:37:44,Debit Card,192.168.137.140,0
1089,356,20.57,2023-12-27 20:37:44,Debit Card,192.168.10.187,0
1090,582,9.9,2024-02-26 20:37:44,Paypal,192.168.238.133,0
1091,602,16.52,2024-10-23 20:37:44,Credit Card,192.168.33.69,0
1092,260,30.59,2024-02-11 20:37:44,Paypal,192.168.80.191,0
1093,638,32.25,2024-10-31 20:37:44,Debit Card,192.168.101.229,0
1094,743,76.39,2024-03-05 20:37:44,Credit Card,192.168.29.146,0
1095,295,69.35,2024-04-22 20:37:44,Credit Card,192.168.221.134,0
1096,931,30.52,2024-09-11 20:37:44,Wire Transfer,192.168.53.210,0
1097,641,93.43,2024-06-22 20:37:44,Debit Card,192.168.160.124,0
1098,792,6.07,2024-07-13 20:37:44,Paypal,192.168.42.47,0
1099,313,14.74,2024-09-29 20:37:44,Credit Card,192.168.159.190,0
1100,612,88.01,2023-12-23 20:37:44,Credit Card,192.168.184.246,0
1101,838,23.74,2023-12-14 20:37:44,Paypal,192.168.11.154,0
1102,809,198.65,2024-02-16 20:37:44,Paypal,192.168.220.155,0
1103,182,31.39,2024-11-01 20:37:44,Credit Card,192.168.83.185,0
1104,686,78.5,2024-05-10 20:37:44,Paypal,192.168.109.27,0
1105,828,25.73,2024-06-28 20:37:44,Wire Transfer,192.168.187.62,0
1106,364,27.67,2024-05-12 20:37:44,Credit Card,192.168.148.131,0
1107,188,24.13,2023-11-20 20:37:44,Wire Transfer,192.168.144.103,0
1108,569,63.48,2024-08-29 20:37:44,Debit Card,192.168.44.93,0
1109,543,39.65,2024-07-19 20:37:44,Wire Transfer,192.168.207.30,0
1110,596,143.92,2024-07-25 20:37:44,Paypal,192.168.168.119,0
1111,664,14.44,2024-01-24 20:37:44,Credit Card,192.168.241.193,0
1112,985,5.3,2024-01-01 20:37:44,Wire Transfer,192.168.29.245,1
1113,548,24.98,2024-07-15 20:37:44,Paypal,192.168.30.104,0
1114,725,47.95,2024-07-12 20:37:44,Paypal,192.168.110.32,0
1115,926,98.59,2024-06-15 20:37:44,Wire Transfer,192.168.138.219,0
1116,408,21.25,2023-12-18 20:37:44,Credit Card,192.168.51.136,0
1117,876,53.04,2024-04-13 20:37:44,Wire Transfer,192.168.179.36,0
1118,618,21.55,2024-01-18 20:37:44,Debit Card,192.168.234.55,0
1119,414,48.01,2024-07-29 20:37:44,Wire Transfer,192.168.163.36,0
1120,342,108.06,2024-07-08 20:37:44,Wire Transfer,192.168.240.56,0
1121,220,13.16,2024-03-09 20:37:44,Credit Card,192.168.36.89,0
1122,903,25.9,2023-11-19 20:37:44,Wire Transfer,192.168.212.189,0
1123,163,250.02,2024-04-14 20:37:44,Paypal,192.168.62.244,0
1124,951,101.46,2023-12-31 20:37:44,Credit Card,192.168.109.245,1
1125,220,41.58,2024-07-23 20:37:44,Paypal,192.168.209.87,0
1126,270,36.35,2023-11-27 20:37:44,Credit Card,192.168.153.240,0
1127,632,16.75,2024-09-20 20:37:44,Debit Card,192.168.64.188,0
1128,906,36.41,2024-07-27 20:37:44,Debit Card,192.168.57.113,0
1129,848,94.25,2024-10-13 20:37:44,Debit Card,192.168.223.70,0
1130,400,57.79,2024-01-26 20:37:44,Wire Transfer,192.168.227.180,0
1131,182,17.13,2024-02-26 20:37:44,Debit Card,192.168.184.191,0
1132,991,11.25,2024-02-10 20:37:44,Credit Card,192.168.196.232,0
1133,618,15.41,2024-06-25 20:37:44,Debit Card,192.168.20.233,0
1134,729,9.3,2023-12-05 20:37:44,Credit Card,192.168.54.1,1
1135,205,5.03,2024-01-13 20:37:44,Paypal,192.168.237.90,0
1136,582,27.16,2023-12-23 20:37:44,Wire Transfer,192.168.226.247,0
1137,556,6.01,2024-10-08 20:37:44,Paypal,192.168.138.151,0
1138,841,9.43,2024-09-25 20:37:44,Paypal,192.168.179.113,0
1139,813,39.63,2024-02-18 20:37:44,Debit Card,192.168.152.13,0
1140,228,8.99,2024-10-10 20:37:44,Debit Card,192.168.157.186,0
1141,696,3.3,2024-08-17 20:37:44,Debit Card,192.168.110.91,0
1142,619,19.09,2024-05-27 20:37:44,Paypal,192.168.95.43,0
1143,596,12.44,2023-12-29 20:37:44,Wire Transfer,192.168.138.159,0
1144,850,36.21,2024-11-08 20:37:44,Wire Transfer,192.168.231.74,0
1145,250,5.4,2024-03-05 20:37:44,Paypal,192.168.216.225,0
1146,875,69.67,2024-02-22 20:37:44,Wire Transfer,192.168.14.99,0
1147,441,118.35,2024-09-07 20:37:44,Paypal,192.168.109.162,0
1148,533,68.02,2024-05-29 20:37:44,Paypal,192.168.145.149,0
1149,196,38.05,2023-12-24 20:37:44,Wire Transfer,192.168.96.195,0
1150,690,98.54,2023-12-11 20:37:44,Credit Card,192.168.58.207,1
1151,929,59.36,2024-04-22 20:37:44,Credit Card,192.168.136.96,0
1152,987,0.53,2024-04-01 20:37:44,Debit Card,192.168.38.154,0
